name	date	location
HA|A/black-headed_gull/Luxembourg/23111454/2023|EPI2555734	2023-05-12	North-Central
HA|A/mute_swan/Poland/MB014/2023|EPI2647321	2023-01-10	North-Eastern
HA|A/mute_swan/Poland/MB015/2023|EPI2647329	2023-01-10	North-Eastern
HA|A/domestic_duck/Poland/H72-T1/2023|EPI2647337	2023-01-16	North-Eastern
HA|A/Gallus_gallus/Belgium/02824_0001/2023|EPI2540289	2023-03-22	North-Central
HA|A/Vulpes_vulpes/Belgium/01295_0002/2023|EPI2540297	2023-02-10	North-Central
HA|A/Black-headed_gull/Netherlands/27/2023_HA_H5N1_HPAI|EPI2505063	2023-03-10	North-Central
HA|A/Black-headed_gull/Netherlands/28/2023_HA_H5N1_HPAI|EPI2505072	2023-03-24	North-Central
HA|A/European_herring_gull/Netherlands/11/2023_HA_H5N1_HPAI|EPI2505091	2023-03-27	North-Central
HA|A/European_herring_gull/Netherlands/10/2023_HA_H5N1_HPAI|EPI2505082	2023-03-23	North-Central
HA|A/Great_black-backed_gull/Netherlands/3/2023_HA_H5N1_HPAI|EPI2505100	2023-03-27	North-Central
HA|A/blue_fox/Finland/2023AI06876_071/2023_seg4_HA5|EPI2701783	2023-08-04	North-Eastern
HA|A/blue_fox/Finland/2023AI06820_015/2023_seg4_HA5|EPI2701751	2023-08-03	North-Eastern
HA|A/red_fox/Finland/2023AI06879_074/2023_seg4_HA5|EPI2701759	2023-08-03	North-Eastern
HA|A/silver_fox/Finland/2023AI06838_033/2023_seg4_HA5|EPI2701767	2023-08-03	North-Eastern
HA|A/silver_fox/Finland/2023AI06834_029/2023_seg4_HA5|EPI2701775	2023-08-04	North-Eastern
HA|A/domestic_duck/Poland/H439/2022_HA|EPI2648145	2022-12-19	North-Eastern
HA|A/domestic_duck/Poland/H433/2022_HA|EPI2648143	2022-12-16	North-Eastern
HA|A/laying_hen/Poland/H443/2022_HA|EPI2648146	2022-12-19	North-Eastern
HA|A/domestic_duck/Poland/H482-T/22_HA|EPI2648157	2022-12-29	North-Eastern
HA|A/domestic_duck/Poland/H460-T/22_HA|EPI2648155	2022-12-26	North-Eastern
HA|A/Graylag_goose/Sweden/SVA230322SZ0317/FB000873/H-2023|EPI2555803	2023-03-28	North-Eastern
HA|A/barnacle_goose_/Sweden/SVA230403SZ0115/FB000973/M-2023|EPI2555811	2023-03-28	North-Eastern
HA|A/Whooper_swan/Germany-BB/2023AI00631-AK5025/2023_seg4|EPI2782600	2023-01-19	North-Central
HA|A/Eurasian_eagle-owl/Germany-SL/2023AI02684-AK5026/2023_seg4|EPI2782592	2023-03-06	North-Central
HA|A/Vulpes_vulpes/Belgium/02359_0006/2023|EPI2540314	2023-03-14	North-Central
HA|A/Vulpes_vulpes/Belgium/03117_0001/2023|EPI2540323	2023-03-29	North-Central
HA|A/Vulpes_vulpes/Belgium/03117_0004/2023|EPI2540332	2023-03-29	North-Central
HA|A/Numenius_arquata/Belgium/01456_0003/2023|EPI2540340	2023-02-16	North-Central
HA|A/Vulpes_vulpes/Belgium/02359_0002/2023|EPI2540306	2023-03-14	North-Central
HA|A/Larus_argentatus/Belgium/08182_0012/2022|EPI2540348	2022-06-17	North-Central
HA|A/Gallus_gallus/Belgium/14642_0002/2022|EPI2540356	2022-12-19	North-Central
HA|A/Gallus_gallus/Belgium/14828_0003/2022|EPI2540364	2022-12-27	North-Central
HA|A/domestic_cat/Poland/H293-N/2023_HA|EPI2649357	2023-01-01	North-Eastern
HA|A/domestic_cat/Poland/H314-W3/2023_HA|EPI2649361	2023-07-06	North-Eastern
HA|A/domestic_cat/Poland/H304-M1/2023_HA|EPI2649359	2023-01-01	North-Eastern
HA|A/white_stork/Poland/MB274-M2/2023_HA|EPI2649366	2023-07-07	North-Eastern
HA|A/chicken/Poland/H296/2023_HA|EPI2649369	2023-06-29	North-Eastern
HA|A/chicken/Poland/H282-T/202_HA|EPI2649368	2023-06-28	North-Eastern
HA|A/black-headed_gull_/Sweden/SVA230424SZ0189/FB1181/AB-2023|EPI2557423	2023-04-24	North-Eastern
HA|A/common_buzzard/Sweden/SVA230426SZ0326/FB001208/H-2023|EPI2557436	2023-04-25	North-Eastern
HA|A/domestic_duck/Poland/H73-T1/2023_HA|EPI2648174	2023-01-16	North-Eastern
HA|A/domestic_duck/Poland/H84-T1/2023_HA|EPI2648180	2023-01-18	North-Eastern
HA|A/turkey/Poland/H82-T1/2023_HA|EPI2648179	2023-01-18	North-Eastern
HA|A/domestic_duck/Poland/H96-T6/2023_HA|EPI2648184	2023-01-23	North-Eastern
HA|A/turkey/Poland/H103-T4/2023_HA|EPI2648189	2023-02-03	North-Eastern
HA|A/domestic_duck/Poland/H101-T2/2023_HA|EPI2648188	2023-02-03	North-Eastern
HA|A/mute_swan/Poland/MB045/2023_HA|EPI2648187	2023-01-31	North-Eastern
HA|A/mute_swan/Poland/MB033/2023_HA|EPI2648186	2023-01-24	North-Eastern
HA|A/turkey/Poland/H03-T/2023_HA|EPI2648161	2023-01-02	North-Eastern
HA|A/domestic_duck/Poland/H470-K2T/22_HA|EPI2648159	2022-12-27	North-Eastern
HA|A/domestic_duck/Poland/H473-T/22_HA|EPI2648163	2022-12-22	North-Eastern
HA|A/domestic_goose/Poland/H458-T/22_HA|EPI2648162	2022-12-23	North-Eastern
HA|A/mute_swan/Poland/MB012-M1/23_HA|EPI2648169	2023-01-05	North-Eastern
HA|A/mute_swan/Poland/MB268-TKL/2022_HA|EPI2648167	2022-12-25	North-Eastern
HA|A/mute_swan/Poland/MB029/2023_HA|EPI2648173	2023-01-16	North-Eastern
HA|A/black-headed_gull/Poland/MB129-NJ/2023_HA|EPI2648209	2023-03-22	North-Eastern
HA|A/domestic_duck/Poland/H149-NM/2023_HA|EPI2648208	2023-03-21	North-Eastern
HA|A/black-headed_gull/Poland/MB121-M/2023_HA|EPI2648206	2023-03-13	North-Eastern
HA|A/black_headed_gull/Poland/MB143-M1/2023_HA|EPI2648213	2023-04-21	North-Eastern
HA|A/black_headed_gull/Poland/MB142-T/2023_HA|EPI2648212	2023-04-20	North-Eastern
HA|A/black-headed_gull/Poland/MB141-T/2023_HA|EPI2648211	2023-04-20	North-Eastern
HA|A/black-headed_gull/Poland/MB131-J/2023_HA|EPI2648210	2023-03-23	North-Eastern
HA|A/black-headed_gull/Poland/MB147/2023_HA|EPI2648217	2023-04-24	North-Eastern
HA|A/black-headed_gull/Poland/MB146-4/2023_HA|EPI2648216	2023-04-24	North-Eastern
HA|A/black-headed_gull/Poland/MB146-1/2023_HA|EPI2648215	2023-04-24	North-Eastern
HA|A/black-headed_gull/Poland/MB145/2023_HA|EPI2648214	2023-04-25	North-Eastern
HA|A/black-headed_gull/Poland/MB151/2023_HA|EPI2648221	2023-04-30	North-Eastern
HA|A/black-headed_gull/Poland/MB150/2023_HA|EPI2648220	2023-04-27	North-Eastern
HA|A/black-headed_gull/Poland/MB148/2023_HA|EPI2648218	2023-04-23	North-Eastern
HA|A/domestic_duck/Poland/H108-K3T1/2023_HA|EPI2648192	2023-02-08	North-Eastern
HA|A/black-headed_gull/Poland/MB081/2023_HA|EPI2648191	2023-02-07	North-Eastern
HA|A/turkey/Poland/H116-T/2023_HA|EPI2648196	2023-02-10	North-Eastern
HA|A/turkey/Poland/H115-T/2023_HA|EPI2648195	2023-02-10	North-Eastern
HA|A/turkey/Poland/H111-T3/2023_HA|EPI2648194	2023-02-10	North-Eastern
HA|A/laying_hen/Poland/H126-KL2/2023_HA|EPI2648201	2023-02-15	North-Eastern
HA|A/mute_swan/Poland/MB113/2023_HA|EPI2648198	2023-02-10	North-Eastern
HA|A/mallard/Poland/MB105/2023_HA|EPI2648205	2023-03-01	North-Eastern
HA|A/mute_swan/Poland/MB107/2023_HA|EPI2648204	2023-02-23	North-Eastern
HA|A/chicken/Poland/H130-T/2023_HA|EPI2648203	2023-02-20	North-Eastern
HA|A/grey_seal/Netherlands/302579/2023_HA|EPI2557211	2023-01-01	North-Central
HA|A/common_tern/Poland/MB247-5/2023_HA|EPI2648241	2023-05-30	North-Eastern
HA|A/black-headed_gull/Poland/MB211/2023_HA|EPI2648240	2023-05-14	North-Eastern
HA|A/black-headed_gull/Poland/MB210/2023_HA|EPI2648239	2023-05-16	North-Eastern
HA|A/grey_seal/Netherlands/30448/2023_HA|EPI2557227	2023-01-01	North-Central
HA|A/grey_seal/Netherlands/302603/2023_HA|EPI2557219	2023-01-01	North-Central
HA|A/black-headed_gull/Poland/MB209-NJ/2023_HA|EPI2648238	2023-01-01	North-Eastern
HA|A/black-headed_gull/Poland/MB238-m1-2/2023_HA|EPI2648245	2023-05-31	North-Eastern
HA|A/black-headed_gull/Poland/MB221-TKLM/2023_HA|EPI2648244	2023-05-17	North-Eastern
HA|A/bald_eagle/Poland/MB218-NJM/2023_HA|EPI2648243	2023-05-18	North-Eastern
HA|A/black-headed_gull/Poland/MB238-m3/2023_HA|EPI2648248	2023-05-31	North-Eastern
HA|A/black-headed_gull/Poland/MB237-T3/2023_HA|EPI2648247	2023-05-30	North-Eastern
HA|A/tern/Poland/MB245-M/2023_HA|EPI2648246	2023-01-01	North-Eastern
HA|A/black-headed_gull/Poland/MB166/2023_HA|EPI2648225	2023-05-05	North-Eastern
HA|A/black-headed_gull/Poland/MB159/2023_HA|EPI2648224	2023-05-01	North-Eastern
HA|A/black-headed_gull/Poland/MB156/2023_HA|EPI2648223	2023-05-02	North-Eastern
HA|A/black-headed_gull/Poland/MB152/2023_HA|EPI2648222	2023-04-28	North-Eastern
HA|A/black-headed_gull/Poland/MB180-NMJ/2023_HA|EPI2648229	2023-05-09	North-Eastern
HA|A/black-headed_gull/Poland/MB176-M6/2023_HA|EPI2648228	2023-05-05	North-Eastern
HA|A/black-headed_gull/Poland/MB168-M2/2023_HA|EPI2648227	2023-05-05	North-Eastern
HA|A/oyster_catcher/Poland/MB167/2023_HA|EPI2648226	2023-05-08	North-Eastern
HA|A/black-headed_gull/Poland/MB185-NJ/2023_HA|EPI2648233	2023-05-10	North-Eastern
HA|A/common_tern/Poland/MB182-NJ/2023_HA|EPI2648232	2023-05-10	North-Eastern
HA|A/black-headed_gull/Poland/MB181-6/2023_HA|EPI2648231	2023-05-10	North-Eastern
HA|A/black-headed_gull/Poland/MB181-4/2023_HA|EPI2648230	2023-05-10	North-Eastern
HA|A/Mediterranean_gull/Poland/MB204/2023_HA|EPI2648237	2023-05-08	North-Eastern
HA|A/mute_swan/Poland/MB203-NJ/2023_HA|EPI2648236	2023-05-11	North-Eastern
HA|A/black-headed_gull/Poland/MB198-NJ/2023_HA|EPI2648235	2023-05-11	North-Eastern
HA|A/black-headed_gull/Poland/MB196-NJ/2023_HA|EPI2648234	2023-05-11	North-Eastern
HA|A/Eurasian_eagle-owl_/Sweden/SVA230412SZ0463/FB001085/W-2023|EPI2557239	2023-04-04	North-Eastern
HA|A/white_stork_/Sweden/SVA230414SZ0322/FB001111/M-2023|EPI2557247	2023-04-07	North-Eastern
HA|A/turkey/Poland/H23-K2T/23_HA|EPI2649346	2023-01-04	North-Eastern
HA|A/domestic_duck/Poland/H485-N/22_HA|EPI2649349	2022-12-29	North-Eastern
HA|A/laying_hen/Poland/H30-T/23_HA|EPI2649348	2023-01-08	North-Eastern
HA|A/domestic_duck/Poland/H31-T/23_HA|EPI2649347	2023-01-09	North-Eastern
HA|A/domestic_duck/Poland/H487-T/22_HA|EPI2649351	2022-12-28	North-Eastern
HA|A/black-headed_gull_/Sweden/SVA230424SZ0189/FB1178/AB-2023|EPI2557255	2023-04-24	North-Eastern
HA|A/mute_swan/Croatia/85-1/2023|EPI2887175	2023-12-19	North-Central
HA|A/grey_heron/Croatia/132-b/2021|EPI2766638	2021-12-08	North-Central
HA|A/grey_heron/Croatia/132-a/2021|EPI2766646	2021-11-16	North-Central
HA|A/pheasant/Denmark/07972-1.03/2022-09-12|EPI2766698	2022-09-12	North-Eastern
HA|A/layer/Italy/23VIR3658-2/2023|EPI2701104	2023-04-17	South-Western
HA|A/bean_goose/Poland/MB331/2023|EPI2930829	2023-12-13	North-Eastern
HA|A/chicken/Poland/H509-T/2023|EPI2930845	2023-10-06	North-Eastern
HA|A/chicken/Poland/H512-J/2023|EPI2930837	2023-10-13	North-Eastern
HA|A/turkey/Poland/H555-NM/2023|EPI2930700	2023-12-26	North-Eastern
HA|A/turkey/Poland/H554-W10/2023|EPI2930686	2023-12-26	North-Eastern
HA|A/domestic_goose/Poland/H553-T1/2023|EPI2930670	2023-12-20	North-Eastern
HA|A/mute_swan/Poland/MB333/2023|EPI2930749	2023-12-21	North-Eastern
HA|A/mute_swan/Poland/MB006/2024|EPI2930765	2023-12-30	North-Eastern
HA|A/Black-headed_gull/Netherlands/6/2023_HPAI_H5|EPI2667806	2023-02-09	North-Central
HA|A/Black-headed_gull/Netherlands/5/2023_HPAI_H5|EPI2667800	2023-02-08	North-Central
HA|A/turkey/Poland/H551-T1/2023|EPI2930821	2023-12-18	North-Eastern
HA|A/turkey/Poland/H542-NM/2023|EPI2930811	2023-12-06	North-Eastern
HA|A/common_crane/Croatia/77/2023|EPI2815290	2023-11-15	North-Central
HA|A/herring_gull/Germany-NI/2023AI08764/2023_seg4|EPI2796095	2023-11-03	North-Central
HA|BC10_11/24-2_H5|EPI2931706	2023-12-31	North-Central
HA|BC13_11/24-3_H5|EPI2931714	2023-12-31	North-Central
HA|A/crane/Austria/23152961-001/2023_segment_4|EPI2815287	2023-11-21	North-Central
HA|A/mute_swan/Austria/23142691-001/2023_segment_4|EPI2815239	2023-10-31	North-Central
HA|A/crane/Austria/23149044-011/2023_segment_4|EPI2815271	2023-11-14	North-Central
HA|A/crane/Austria/23149044-010/2023_segment_4|EPI2815263	2023-11-14	North-Central
HA|A/crane/Austria/23141747-001/2023_segment_4|EPI2815255	2023-10-27	North-Central
HA|A/mute_swan/Austria/23149073-001/2023_segment_4|EPI2815247	2023-11-14	North-Central
HA|A/duck/Lower_Austria/23000036/2023|EPI2525188	2023-01-02	North-Central
HA|A/Gallus_gallus/Belgium/03329_0001/2023|EPI2585267	2023-04-14	North-Central
HA|A/Falco_peregrinus/Belgium/02423_0004/2023|EPI2585259	2023-03-15	North-Central
HA|A/Buteo_buteo/Belgium/02423_0003/2023|EPI2585251	2023-03-15	North-Central
HA|A/Vulpes_Vulpes/Belgium/03704_0001/2023|EPI2585300	2023-04-14	North-Central
HA|A/Vulpes_Vulpes/Belgium/03703_0007/2023|EPI2585292	2023-04-14	North-Central
HA|A/Vulpes_Vulpes/Belgium/04018_0005/2023|EPI2585317	2023-04-24	North-Central
HA|A/Vulpes_Vulpes/Belgium/04016_0001/2023|EPI2585308	2023-04-24	North-Central
HA|A/Vulpes_Vulpes/Belgium/03703_0001/2023|EPI2585275	2023-04-14	North-Central
HA|Node_wien_hoeckerschwan_22155612_segment_4|EPI2525936	2022-12-28	North-Central
HA|A/Vulpes_Vulpes/Belgium/03703_0003/2023|EPI2585283	2023-04-14	North-Central
HA|A_red_fox_Denmark_08303-1.01_2023-04-29_H5N1|EPI2816120	2023-04-29	North-Eastern
HA|A/red_fox/Denmark/08658-2.02-2/2022|EPI2576149	2022-04-28	North-Eastern
HA|A/red_fox/Denmark/08658-1.01/2022|EPI2576141	2022-04-28	North-Eastern
HA|2023-wk49-04_HA_H5|EPI2816035	2023-12-01	North-Central
HA|2023-wk49-01_HA_H5|EPI2816019	2023-11-24	North-Central
HA|A/domestic_cat/Poland/H256-G/2023_H5N1_HA|EPI2616166	2023-06-24	North-Eastern
HA|A/domestic_cat/Poland/H255-M/2023_H5N1_HA|EPI2616158	2023-06-21	North-Eastern
HA|A/domestic_cat/Poland/H267-W/2023_H5N1_HA|EPI2616198	2023-06-25	North-Eastern
HA|A/domestic_cat/Poland/H266-W/2023_H5N1_HA|EPI2616190	2023-06-19	North-Eastern
HA|A/domestic_cat/Poland/H271-W/2023_H5N1_HA|EPI2616214	2023-06-25	North-Eastern
HA|A/domestic_cat/Poland/H277-W1/2023_H5N1_HA|EPI2616222	2023-06-26	North-Eastern
HA|A/red_fox/Denmark/08658-3.02-2/2022|EPI2576157	2022-04-28	North-Eastern
HA|A/European_herring_gull/Netherlands/18/2023_HA_H5N1_HPAI|EPI2849842	2023-11-12	North-Central
HA|A/Mallard/Netherlands/10/2023_HA_H5N1_HPAI|EPI2849812	2023-11-09	North-Central
HA|A/European_herring_gull/Netherlands/17/2023_HA_H5N1_HPAI|EPI2849828	2023-11-12	North-Central
HA|A/Mallard/Netherlands/9/2023_HA_H5N1_HPAI|EPI2849797	2023-11-03	North-Central
HA|A/Eurasian_teal/Denmark/08501-7/2023-11-07|EPI2799824	2023-11-07	North-Eastern
HA|A/chicken/Denmark/07430-3/2023-09-26|EPI2799832	2023-09-26	North-Eastern
HA|A/barnacle_goose/Sweden/SVA231201SZ0276/FB004872/K-2023|EPI2850427	2023-11-25	North-Eastern
HA|A/barnacle_goose/Sweden/SVA231201SZ0276/FB004873/K-2023|EPI2850419	2023-11-24	North-Eastern
HA|Node_gaenserndorf_silberriher_23000725-1_segment_4|EPI2526385	2023-01-04	North-Central
HA|Node_melk_hoeckerschwan_23000053-1_segment_4|EPI2526377	2023-01-04	North-Central
HA|Node_linz-land_ente_23005712-2_segment_4|EPI2526481	2023-01-18	North-Central
HA|Node_kufstein_ente_23011160_segment_4|EPI2526473	2023-01-31	North-Central
HA|Node_kufstein_pelikan_23007098_segment_4|EPI2526465	2023-01-20	North-Central
HA|Node_kufstein_gans_23005657-3_segment_4|EPI2526457	2023-01-18	North-Central
HA|Node_perg_hoeckerschwan_23015300_segment_4|EPI2526489	2023-02-08	North-Central
HA|Node_braunau_pfau_23006906-4_segment_4|EPI2526417	2023-01-20	North-Central
HA|Node_braunau_gefluegel_23006928-15_segment_4|EPI2526409	2023-01-20	North-Central
HA|Node_braunau_gefluegel_23003433-2_segment_4|EPI2526401	2023-01-12	North-Central
HA|Node_krems_hoeckerschwan_23005071_segment_4|EPI2526449	2023-01-17	North-Central
HA|Node_klagenfurt_moewe_23033648_segment_4|EPI2526441	2023-03-14	North-Central
HA|Node_gmunden_moewe_23029679_segment_4|EPI2526433	2023-03-07	North-Central
HA|Node_bregenz_moewe_23037203-001_segment_4|EPI2526425	2023-01-21	North-Central
HA|Node_wien_moewe_23006953_segment_4|EPI2526545	2023-01-20	North-Central
HA|Node_voelklarbruck_hoeckerschwan_23003984_segment_4|EPI2526537	2023-01-13	North-Central
HA|Node_tulln_blassspoetter_23019246_segment_4|EPI2526521	2023-02-16	North-Central
HA|Node_wien_moewe_23013413-003_segment_4|EPI2526569	2023-01-23	North-Central
HA|Node_wienmoewe_23010977-001_segment_4|EPI2526561	2023-01-30	North-Central
HA|Node_salzburg-stadt_graugans_23011163_segment_4|EPI2526505	2023-01-31	North-Central
HA|Node_salzburgland_moewe_23031105-002_segment_4|EPI2526497	2023-03-08	North-Central
HA|Node_wien_moewe_23036780-003_segment_4|EPI2526601	2023-03-20	North-Central
HA|Node_wien_falke_23032458_segment_4|EPI2526593	2023-03-10	North-Central
HA|Node_wien_moewe_23024615_segment_4|EPI2526585	2023-02-24	North-Central
HA|A/goose/Magadan/2272-5/22|EPI2669558	2022-10-09	North-Eastern
HA|A/Black-headed_gull/Netherlands/35/2023_HA_H5N1_HPAI|EPI2530095	2023-04-03	North-Central
HA|A/Black-headed_gull/Netherlands/33/2023_HA_H5N1_HPAI|EPI2530079	2023-03-30	North-Central
HA|A/Black-headed_gull/Netherlands/32/2023_HA_H5N1_HPAI|EPI2530071	2023-03-30	North-Central
HA|A/Great_black-backed_gull/Netherlands/4/2023_HA_H5N1_HPAI|EPI2530127	2023-04-11	North-Central
HA|A/European_herring_gull/Netherlands/13/2023_HA_H5N1_HPAI|EPI2530119	2023-04-03	North-Central
HA|A/European_herring_gull/Netherlands/12/2023_HA_H5N1_HPAI|EPI2530111	2023-04-11	North-Central
HA|A/Black-headed_gull/Netherlands/36/2023_HA_H5N1_HPAI|EPI2530103	2023-04-07	North-Central
HA|A/Black-headed_gull/Netherlands/29/2023_HA_H5N1_HPAI|EPI2530047	2023-03-29	North-Central
HA|A/peregrine_falcon/Germany-NI/2023AI07594/2023_seg4|EPI2778898	2023-09-07	North-Central
HA|A/chicken/Germany-BY/2023AI04818-AK5023/2023_seg4|EPI2778891	2023-05-22	North-Central
HA|A/Stone_Marten/Netherlands/1/2022_HA|EPI2536815	2022-01-16	North-Central
HA|A/brant/Germany-HH/AI02419/2022_seg4|EPI2638926	2022-04-08	North-Central
HA|A/red_knot/Germany-SH/AI00616/2022_seg4|EPI2638757	2022-01-10	North-Central
HA|A/black-headed_gull/Italy/23VIR2153-1/2023_HA|EPI2559647	2023-03-09	South-Western
HA|A/black-headed_gull/Italy/23VIR2152-1/2023_HA|EPI2559639	2023-03-09	South-Western
HA|A/black-headed_gull/Italy/23VIR2233-4/2023_HA|EPI2559663	2023-03-13	South-Western
HA|A/little_gull/Italy/23VIR2222-2/2023_HA|EPI2559655	2023-03-12	South-Western
HA|A/chicken/Italy/23VIR2802-7/2023_HA|EPI2559615	2023-03-27	South-Western
HA|A/black-headed_gull/Italy/23VIR2556-2/2023_HA|EPI2559607	2023-03-20	South-Western
HA|A/black-headed_gull/Italy/23VIR2046-6/2023_HA|EPI2559631	2023-03-10	South-Western
HA|A/black-headed_gull/Italy/23VIR2039-6/2023_HA|EPI2559623	2023-03-07	South-Western
HA|A/black-headed_gull/Italy/23VIR3132-4/2023_HA|EPI2559575	2023-03-08	South-Western
HA|A/chicken/Italy/23VIR3022-15/2023_HA|EPI2559599	2023-03-30	South-Western
HA|A/chicken/Italy/23VIR3021-13/2023_HA|EPI2559591	2023-04-02	South-Western
HA|A/fox/Italy/23VIR3885-1/2023_HA|EPI2559543	2023-04-07	South-Western
HA|A/black-headed_gull/Italy/23VIR2787-2/2023_HA|EPI2559567	2023-03-07	South-Western
HA|A/black-headed_gull/Italy/23VIR1481-4/2023_HA|EPI2559775	2023-02-18	South-Western
HA|A/black-headed_gull/Italy/23VIR1483-4/2023_HA|EPI2559783	2023-02-16	South-Western
HA|A/black-headed_gull/Italy/23VIR1429-16/2023_HA|EPI2559743	2023-02-21	South-Western
HA|A/black-headead_gull/Italy/23VIR1667-1/2023_HA|EPI2559735	2023-02-28	South-Western
HA|A/black-headed_gull/Italy/23VIR1476-3/2023_HA|EPI2559759	2023-02-21	South-Western
HA|A/black-headed_gull/Italy/23VIR1430-8/2023_HA|EPI2559751	2023-02-17	South-Western
HA|A/black-headead_gull/Italy/23VIR1633-3/2023_HA|EPI2559711	2023-02-27	South-Western
HA|A/black-headead_gull/Italy/23VIR1659-4/2023_HA|EPI2559727	2023-02-23	South-Western
HA|A/black-headead_gull/Italy/23VIR1658-4/2023_HA|EPI2559719	2023-02-20	South-Western
HA|A/yellow-legged_gull/Italy/23VIR2234-2/2023_HA|EPI2559671	2023-03-13	South-Western
HA|A/black-headed_gull/Italy/23VIR2383-2/2023_HA|EPI2559695	2023-03-13	South-Western
HA|A/black-headed_gull/Italy/23VIR2309-1/2023_HA|EPI2559687	2023-03-14	South-Western
HA|A/black-headed_gull/Italy/23VIR1204-1/2023_HA|EPI2559895	2023-02-12	South-Western
HA|A/black-headed_gull/Italy/23VIR1310-3/2023_HA|EPI2559919	2023-02-15	South-Western
HA|A/black-headed_gull/Italy/23VIR1203-6/2023_HA|EPI2559863	2023-02-10	South-Western
HA|A/black-headed_gull/Italy/23VIR1203-9/2023_HA|EPI2559887	2023-02-10	South-Western
HA|A/black-headed_gull/Italy/23VIR1203-3/2023_HA|EPI2559839	2023-02-10	South-Western
HA|A/black-headed_gull/Italy/23VIR1203-2/2023_HA|EPI2559831	2023-02-10	South-Western
HA|A/black-headed_gull/Italy/23VIR1203-4/2023_HA|EPI2559847	2023-02-10	South-Western
HA|A/rural_goose/Italy/22VIR11820-5/2022_HA|EPI2560047	2022-11-23	South-Western
HA|A/flamingo/Italy/22VIR11417-3/2022_HA|EPI2559999	2022-11-14	South-Western
HA|A/guinea_fowl/Italy/22VIR12135-1/2022_HA|EPI2559991	2022-11-29	South-Western
HA|A/rural_chicken/Italy/22VIR10636-8/2022_HA|EPI2560015	2022-11-03	South-Western
HA|A/rural_turkey/Italy/22VIR10636-5/2022_HA|EPI2560007	2022-11-03	South-Western
HA|A/black-headed_gull/Italy/23VIR1109-4/2023_HA|EPI2559967	2023-01-31	South-Western
HA|A/black-headed_gull/Italy/23VIR1105-4/2023_HA|EPI2559959	2023-01-25	South-Western
HA|A/swan/Italy/23VIR1077-2/2023_HA|EPI2559927	2023-02-02	South-Western
HA|A/turkey/Spain/613-56_23VIR1687-22/2023_HA|EPI2560159	2023-02-07	South-Western
HA|A/seagull/Spain/298-46_23VIR1687-21/2023_HA|EPI2560151	2023-01-20	South-Western
HA|A/black-headead_gull/Spain/840-3_23VIR1687-25/2023_HA|EPI2560175	2023-02-10	South-Western
HA|A/black-headead_gull/Spain/824-9_23VIR1687-24/2023_HA|EPI2560167	2023-02-09	South-Western
HA|A/seagull/Spain/4878-10_23VIR1687-18/2022_HA|EPI2560127	2022-12-25	South-Western
HA|A/seagull/Spain/4878-9_23VIR1687-17/2022_HA|EPI2560119	2022-12-21	South-Western
HA|A/goose/Spain/4727-22_23VIR1687-1/2022_HA|EPI2560135	2022-12-14	South-Western
HA|A/gray_heron/Spain/4688-3_23VIR1687-13/2022_HA|EPI2560095	2022-11-08	South-Western
HA|A/seagull/Spain/4621-1_23VIR1687-12/2022_HA|EPI2560087	2022-12-02	South-Western
HA|A/yellow-legged_gull/Spain/4836-4_23VIR1687-16/2022_HA|EPI2560111	2022-12-20	South-Western
HA|A/gray_heron/Spain/4836-1_23VIR1687-15/2022_HA|EPI2560103	2022-12-19	South-Western
HA|A/mute_swan/Slovenia/124_23VIR1977-4/2023_HA|EPI2560063	2023-01-31	North-Central
HA|A/mute_swan/Slovenia/6_23VIR1977-3/2023_HA|EPI2560055	2023-01-04	North-Central
HA|A/Eurasian_eagle-owl/Slovenia/142_23VIR1977-6/2023_HA|EPI2560079	2023-02-02	North-Central
HA|A/black_swan/Slovenia/137_23VIR1977-5/2023_HA|EPI2560071	2023-02-02	North-Central
HA|A/chicken/Slovakia/145-swab_23VIR1686-7/2023_HA|EPI2560287	2023-01-27	North-Central
HA|A/domestic_goose/Slovakia/140_23VIR1686-6/2023_HA|EPI2560279	2023-01-21	North-Central
HA|A/chicken/Slovakia/145-organs_23VIR1686-8/2023_HA|EPI2560295	2023-01-27	North-Central
HA|A/chicken/Slovakia/25-brain_23VIR1686-3/2023_HA|EPI2560255	2023-01-12	North-Central
HA|A/mute_swan/Slovakia/51_23VIR1686-4/2023_HA|EPI2560263	2023-01-17	North-Central
HA|A/chicken/Slovakia/153-organs_23VIR1686-11/2023_HA|EPI2560223	2023-01-30	North-Central
HA|A/common_buzzard/Spain/88-1_23VIR1687-5/2023_HA|EPI2560191	2023-01-03	South-Western
HA|A/barnacle_goose/Spain/4740-5_23VIR1687-3/2022_HA|EPI2560183	2022-12-15	South-Western
HA|A/black-headead_gull/Spain/512-7_23VIR1687-7/2023_HA|EPI2560207	2023-01-31	South-Western
HA|A/chicken/Estonia/TA-2304130_23VIR3148-1/2023_HA|EPI2560311	2023-02-15	North-Eastern
HA|A/Eurasian_Wigeon/Netherlands/5/2023_HA_H5N1_HPAI|EPI2893387	2023-11-27	North-Central
HA|A/Common_Buzzard/Netherlands/1/2023_HA_H5N1_HPAI|EPI2893419	2023-03-14	North-Central
HA|A/domestic_duck/Poland/H93-T1/2023_HA|EPI2652335	2023-01-19	North-Eastern
HA|A/crow/Khabarovsk/776-56/2022|EPI2670206	2022-04-15	North-Eastern
