Sequence ID	Sequence name	Collection date	Region	Database
EPI3328447	HA|HA_A/turkey/Minnesota/23-037472-001-original/2023(H5N1)|EPI3328447	2023-11-27	Central	GISAID
EPI3328455	HA|HA_A/turkey/Minnesota/23-037472-003-original/2023(H5N1)|EPI3328455	2023-11-27	Central	GISAID
EPI3328407	HA|HA_A/mallard/North_Dakota/23-032480-003-original/2023(H5N1)|EPI3328407	2023-10-18	Central	GISAID
EPI3328415	HA|HA_A/redhead_duck/Minnesota/23-032692-005-original/2023(H5N1)|EPI3328415	2023-10-23	Central	GISAID
EPI3328423	HA|HA_A/green-winged_teal/Iowa/23-032693-002-original/2023(H5N1)|EPI3328423	2023-10-21	Central	GISAID
EPI3328503	HA|HA_A/chicken/Kansas/23-038155-001-original/2023(H5N1)|EPI3328503	2023-12-04	Central	GISAID
EPI3328511	HA|HA_A/chicken/Kansas/23-038155-002-original/2023(H5N1)|EPI3328511	2023-12-04	Central	GISAID
EPI3328471	HA|HA_A/turkey/Minnesota/23-037474-001-original/2023(H5N1)|EPI3328471	2023-11-24	Central	GISAID
EPI3328479	HA|HA_A/turkey/Minnesota/23-037474-002-original/2023(H5N1)|EPI3328479	2023-11-24	Central	GISAID
EPI3328487	HA|HA_A/chicken/Arkansas/23-037636-002-original/2023(H5N1)|EPI3328487	2023-11-28	South	GISAID
EPI3328495	HA|HA_A/turkey/Minnesota/23-038114-001-original/2023(H5N1)|EPI3328495	2023-12-02	Central	GISAID
EPI3259652	HA|HA_A/turkey/Minnesota/23-037039-001-original/2023(H5N1)|EPI3259652	2023-11-21	Central	GISAID
EPI3259644	HA|HA_A/chicken/Minnesota/23-037030-001-original/2023(H5N1)|EPI3259644	2023-11-22	Central	GISAID
EPI3259636	HA|HA_A/chicken/South_Dakota/23-037627-001-original/2023(H5N1)|EPI3259636	2023-11-29	Central	GISAID
EPI3259628	HA|HA_A/turkey/South_Dakota/23-035084-001-original/2023(H5N1)|EPI3259628	2023-11-14	Central	GISAID
EPI3259620	HA|HA_A/turkey/Missouri/23-034952-002-original/2023(H5N1)|EPI3259620	2023-11-10	Central	GISAID
EPI3260547	HA|A/bald_eagle/Virginia/24-006061-001/2023_HA|EPI3260547	2023-02-05	Central	GISAID
EPI3262019	HA|A/western_sandpiper/Washington/24_004707-001/2023_HA|EPI3262019	2023-12-12	Central	GISAID
EPI2964245	HA|HA_A/chicken/Colorado/23-034666-002-original/2023(H5N1)|EPI2964245	2023-11-08	Central	GISAID
EPI2964237	HA|HA_A/chicken/Colorado/23-034666-001-original/2023(H5N1)|EPI2964237	2023-11-08	Central	GISAID
EPI3364220	HA|HA_A/mallard/Washington/23-033638-015-original/2023(H5N1)|EPI3364220	2023-10-25	Central	GISAID
EPI3364260	HA|HA_A/turkey/Minnesota/23-038354-002-original/2023(H5N1)|EPI3364260	2023-12-04	Central	GISAID
EPI3364228	HA|HA_A/American_wigeon/Wyoming/23-033721-004-original/2023(H5N1)|EPI3364228	2023-10-30	Central	GISAID
EPI3364236	HA|HA_A/green-winged_teal/North_Dakota/23-033788-007-original/2023(H5N1)|EPI3364236	2023-10-29	Central	GISAID
EPI3364244	HA|HA_A/pintail/Illinois/23-033982-003-original/2023(H5N1)|EPI3364244	2023-10-24	Central	GISAID
EPI3364340	HA|HA_A/turkey/Ohio/23-038540-002-original/2023(H5N1)|EPI3364340	2023-12-05	Central	GISAID
EPI3364308	HA|HA_A/chicken/Michigan/23-038496-001-original/2023(H5N1)|EPI3364308	2023-12-05	Central	GISAID
EPI3222369	HA|A/trumpeter_swan/Kansas/W23-928/2023_HA|EPI3222369	2023-12-03	Central	GISAID
EPI3222154	HA|A/Canada_goose/Louisiana/W23-902/2023_HA|EPI3222154	2023-11-21	South	GISAID
EPI3222660	HA|A/black_vulture/Tennessee/W23-939B/2023_HA|EPI3222660	2023-11-25	South	GISAID
EPI3222684	HA|A/black_vulture/Tennessee/W23-890A/2023_HA|EPI3222684	2023-10-30	South	GISAID
EPI3222692	HA|A/black_vulture/Georgia/W23-823/2022_HA|EPI3222692	2022-01-01	South	GISAID
EPI3222668	HA|A/black_vulture/Tennessee/W23-939A/2023_HA|EPI3222668	2023-11-25	South	GISAID
EPI3222676	HA|A/black_vulture/Tennessee/W23-890B/2023_HA|EPI3222676	2023-10-30	South	GISAID
EPI3222716	HA|A/Ross's_goose/Kansas/W23-930G/2023_HA|EPI3222716	2023-12-04	Central	GISAID
EPI3222724	HA|A/Ross's_goose/Kansas/W23-930F/2023_HA|EPI3222724	2023-12-04	Central	GISAID
EPI3222700	HA|A/Ross's_goose/Kansas/W23-949A/2023_HA|EPI3222700	2023-12-20	Central	GISAID
EPI3222708	HA|A/Ross's_goose/Kansas/W23-930J/2023_HA|EPI3222708	2023-12-04	Central	GISAID
EPI3222800	HA|A/snow_goose/Tennessee/W23-940/2023_HA|EPI3222800	2023-11-27	South	GISAID
EPI3222832	HA|A/snow_goose/Kansas/W23-930A/2023_HA|EPI3222832	2023-12-04	Central	GISAID
EPI3222840	HA|A/muscovy_duck/Georgia/W23-823A/2022_HA|EPI3222840	2022-01-01	South	GISAID
EPI3222816	HA|A/snow_goose/Kansas/W23-930E/2023_HA|EPI3222816	2023-12-04	Central	GISAID
EPI3222824	HA|A/snow_goose/Kansas/W23-930C/2023_HA|EPI3222824	2023-12-04	Central	GISAID
EPI3222864	HA|A/greater_white-fronted_goose/Louisiana/W23-857A/2023_HA|EPI3222864	2023-10-27	South	GISAID
EPI3222856	HA|A/greater_white-fronted_goose/Louisiana/W23-857B/2023_HA|EPI3222856	2023-10-27	South	GISAID
EPI3277493	HA|HA_A/gadwall/South_Dakota/23-031573-002-original/2023(H5N1)|EPI3277493	2023-10-08	Central	GISAID
EPI3277485	HA|HA_A/blue-winged_teal/Kansas/23-030994-014-original/2023(H5N1)|EPI3277485	2023-10-07	Central	GISAID
EPI3277477	HA|HA_A/ring-necked_duck/Kansas/23-030994-012-original-repeat/2023(H5N1)|EPI3277477	2023-10-07	Central	GISAID
EPI3277517	HA|HA_A/turkey/North_Dakota/23-037249-001-original/2023(H5N1)|EPI3277517	2023-11-23	Central	GISAID
EPI3277509	HA|HA_A/mallard/South_Dakota/23-031574-001-original/2023(H5N1)|EPI3277509	2023-10-07	Central	GISAID
EPI3277541	HA|HA_A/turkey/South_Dakota/23-037251-002-original/2023(H5N1)|EPI3277541	2023-11-24	Central	GISAID
EPI3277573	HA|HA_A/turkey/Washington/23-037272-001-original/2023(H5N1)|EPI3277573	2023-11-21	Central	GISAID
EPI3277565	HA|HA_A/chicken/North_Dakota/23-037267-001-original/2023(H5N1)|EPI3277565	2023-11-25	Central	GISAID
EPI3277557	HA|HA_A/chicken/Nebraska/23-037257-001-original/2023(H5N1)|EPI3277557	2023-11-22	Central	GISAID
EPI3277549	HA|HA_A/turkey/South_Dakota/23-037252-002-original/2023(H5N1)|EPI3277549	2023-11-26	Central	GISAID
EPI3277461	HA|HA_A/blue-winged_teal/Kansas/23-030993-003-original/2023(H5N1)|EPI3277461	2023-10-07	Central	GISAID
EPI3277453	HA|HA_A/pintail/Colorado/23-030893-007-original/2023(H5N1)|EPI3277453	2023-10-07	Central	GISAID
EPI3277437	HA|HA_A/blue-winged_teal/Colorado/23-029854-021-original-repeat/2023(H5N1)|EPI3277437	2023-09-30	Central	GISAID
EPI3277715	HA|HA_A/northern_shoveler/Colorado/23-029854-024-original/2023(H5N1)|EPI3277715	2023-09-30	Central	GISAID
EPI3277707	HA|HA_A/green-winged_teal/Colorado/23-029854-011-original/2023(H5N1)|EPI3277707	2023-09-30	Central	GISAID
EPI3277698	HA|HA_A/blue-winged_teal/Louisiana/23-028760-020-original/2023(H5N1)|EPI3277698	2023-09-20	South	GISAID
EPI3277747	HA|HA_A/mallard/Montana/23-030445-013-original/2023(H5N1)|EPI3277747	2023-09-30	Central	GISAID
EPI3277739	HA|HA_A/American_wigeon/Montana/23-030445-012-original/2023(H5N1)|EPI3277739	2023-09-30	Central	GISAID
EPI3277731	HA|HA_A/Canada_goose/Iowa/23-030290-001-original/2022(H5N1)|EPI3277731	2022-12-07	Central	GISAID
EPI3277755	HA|HA_A/mallard/Montana/23-030714-006-original/2023(H5N1)|EPI3277755	2023-09-30	Central	GISAID
EPI3277811	HA|HA_A/chicken/Iowa/23-037208-002-original/2023(H5N1)|EPI3277811	2023-11-22	Central	GISAID
EPI3277803	HA|HA_A/turkey/Wisconsin/23-037129-002-original/2023(H5N1)|EPI3277803	2023-11-22	Central	GISAID
EPI3277827	HA|HA_A/chicken/Montana/23-037612-002-original/2023(H5N1)|EPI3277827	2023-11-28	Central	GISAID
EPI3277819	HA|HA_A/turkey/Wisconsin/23-037243-001-original/2023(H5N1)|EPI3277819	2023-11-25	Central	GISAID
EPI3262328	HA|A/chicken/New_York/NYCVH-168127/2023|EPI3262328	2023-04-09	Central	GISAID
EPI3262247	HA|A/peregrine_falcon/New_York/NYCVH-160820/2022|EPI3262247	2022-12-18	Central	GISAID
EPI3262239	HA|A/Canada_goose/New_York/NYCVH-22-9190/2022|EPI3262239	2022-12-03	Central	GISAID
EPI3262255	HA|A/Canada_goose/New_York/NYCVH-23-453/2023|EPI3262255	2023-02-01	Central	GISAID
EPI3280279	HA|A/snow_goose/Kansas/W23-961D/2023_HA|EPI3280279	2023-12-11	Central	GISAID
EPI3280271	HA|A/snow_goose/Kansas/W23-968E/2023_HA|EPI3280271	2023-12-12	Central	GISAID
EPI3280324	HA|A/wood_duck/North_Carolina/W24-011A/2023_HA|EPI3280324	2023-12-21	South	GISAID
EPI3280385	HA|A/chicken/Montana/23-030330-004-original/2023_HA|EPI3280385	2023-10-07	Central	GISAID
EPI3280417	HA|A/Ross's_goose/Kansas/W23-949B/2023_HA|EPI3280417	2023-12-07	Central	GISAID
EPI3280409	HA|A/Ross's_goose/Kansas/W23-968B/2023_HA|EPI3280409	2023-12-12	Central	GISAID
EPI3229808	HA|A/blue-winged_teal/Louisiana/UGAI23-893/2023_HA|EPI3229808	2023-09-01	South	GISAID
EPI2263554	HA|HA_A/chicken/Massachussetts/22-035234-001-original/2022(H5N1)|EPI2263554	2022-11-01	Central	GISAID
EPI2263546	HA|HA_A/chicken/Massachussetts/22-035225-001-original/2022(H5N1)|EPI2263546	2022-11-01	Central	GISAID
EPI2056381	HA|A/Broiler_chicken/BC/FAV-0228-OS/2022|EPI2056381	2022-04-12	North	GISAID
EPI2056389	HA|A/Chicken/BC/FAV-0346-OS/2022|EPI2056389	2022-04-29	North	GISAID
EPI2056397	HA|A/Chicken/BC/FAV-0348-OS/2022|EPI2056397	2022-05-05	North	GISAID
EPI2056405	HA|A/Chicken/BC/FAV-0402-OS/2022|EPI2056405	2022-05-12	North	GISAID
EPI2056413	HA|A/Chicken/BC/FAV-0369-OS/2022|EPI2056413	2022-03-05	North	GISAID
EPI2056421	HA|A/Chicken/BC/FAV-0460-OS/2022|EPI2056421	2022-05-14	North	GISAID
EPI2056429	HA|A/Chicken/BC/FAV-0488-OS/2022|EPI2056429	2022-05-18	North	GISAID
EPI2437568	HA|A/red_fox/BC/AIVPHL-144/2022_HA|EPI2437568	2022-05-26	North	GISAID
EPI2247228	HA|A/Great_Horned_Owl/AB/FAV-0505-19/2022|EPI2247228	2022-04-28	North	GISAID
EPI2247284	HA|A/Great_Horned_Owl/AB/FAV-0505-52/2022|EPI2247284	2022-05-02	North	GISAID
EPI2247268	HA|A/Franklin's_Gull/AB/FAV-0505-51/2022|EPI2247268	2022-04-28	North	GISAID
EPI2247260	HA|A/Great_Horned_Owl/AB/FAV-0505-44/2022|EPI2247260	2022-04-28	North	GISAID
EPI2247252	HA|A/Canada_Goose/AB/FAV-0505-36/2022|EPI2247252	2022-04-27	North	GISAID
EPI2247244	HA|A/Canada_Goose/AB/FAV-0505-31/2022|EPI2247244	2022-04-29	North	GISAID
EPI2247236	HA|A/Great_Horned_Owl/AB/FAV-0505-30/2022|EPI2247236	2022-04-28	North	GISAID
EPI2247300	HA|A/Great_Horned_Owl/AB/FAV-0505-57/2022|EPI2247300	2022-05-06	North	GISAID
EPI2247292	HA|A/Black-Billed_Magpie/FAV-0505-53/2022|EPI2247292	2022-05-05	North	GISAID
EPI2247316	HA|A/Chicken/AB/FAV-0832/2022|EPI2247316	2022-05-30	North	GISAID
EPI2247308	HA|A/Great_Horned_Owl/AB/FAV-0505-|EPI2247308	2022-05-06	North	GISAID
EPI2247340	HA|A/Herring_Gull/NL/FAV-0091-01/2022|EPI2247340	2022-01-31	North	GISAID
EPI2247324	HA|A/American_Crow/AB/FAV-0833-16/2022|EPI2247324	2022-05-30	North	GISAID
EPI2427781	HA|A/snow_goose/BC/AIVPHL-14/2022_HA|EPI2427781	2022-04-21	North	GISAID
EPI2427789	HA|A/bald_eagle/BC/AIVPHL-17/2022_HA|EPI2427789	2022-04-28	North	GISAID
EPI2427765	HA|A/bald_eagle/BC/AIVPHL-15/2022_HA|EPI2427765	2022-04-22	North	GISAID
EPI2427773	HA|A/snow_goose/BC/AIVPHL-13/2022_HA|EPI2427773	2022-04-21	North	GISAID
EPI2427941	HA|A/american_white_pelican/BC/AIVPHL-53/2022_HA|EPI2427941	2022-05-05	North	GISAID
EPI2427976	HA|A/avian/BC/AIVPHL-45/2022_HA|EPI2427976	2022-05-03	North	GISAID
EPI2427990	HA|A/avian/BC/AIVPHL-51/2022_HA|EPI2427990	2022-05-03	North	GISAID
EPI2427947	HA|A/bald_eagle/BC/AIVPHL-44/2022_HA|EPI2427947	2022-05-05	North	GISAID
EPI2427963	HA|A/bald_eagle/BC/AIVPHL-57/2022_HA|EPI2427963	2022-05-05	North	GISAID
EPI2428038	HA|A/chicken/BC/AIVPHL-66/2022_HA|EPI2428038	2022-05-09	North	GISAID
EPI2428053	HA|A/avian/BC/AIVPHL-77/2022_HA|EPI2428053	2022-05-09	North	GISAID
EPI2428006	HA|A/canada_goose/BC/AIVPHL-64/2022_HA|EPI2428006	2022-05-10	North	GISAID
EPI2428014	HA|A/goose/BC/AIVPHL-65/2022_HA|EPI2428014	2022-05-09	North	GISAID
EPI2428030	HA|A/duck/BC/AIVPHL-74/2022_HA|EPI2428030	2022-05-09	North	GISAID
EPI2428151	HA|A/chicken/BC/AIVPHL-127/2022_HA|EPI2428151	2022-05-20	North	GISAID
EPI2428164	HA|A/chicken/BC/AIVPHL-117/2022_HA|EPI2428164	2022-05-20	North	GISAID
EPI2428121	HA|A/turkey/BC/AIVPHL-98/2022_HA|EPI2428121	2022-05-14	North	GISAID
EPI2428801	HA|A/bald_eagle/BC/AIVPHL-224/2022_HA|EPI2428801	2022-08-12	North	GISAID
EPI2428809	HA|A/canada_goose/BC/AIVPHL-225/2022_HA|EPI2428809	2022-08-15	North	GISAID
EPI2428817	HA|A/canada_goose/BC/AIVPHL-226/2022_HA|EPI2428817	2022-08-15	North	GISAID
EPI2428823	HA|A/canada_goose/BC/AIVPHL-227/2022_HA|EPI2428823	2022-08-15	North	GISAID
EPI2428770	HA|A/bald_eagle/BC/AIVPHL-228/2022_HA|EPI2428770	2022-08-12	North	GISAID
EPI2428778	HA|A/pelican/BC/AIVPHL-229/2022_HA|EPI2428778	2022-08-12	North	GISAID
EPI2428794	HA|A/coopers_hawk/BC/AIVPHL-231/2022_HA|EPI2428794	2022-08-12	North	GISAID
EPI2428858	HA|A/canada_goose/BC/AIVPHL-238/2022_HA|EPI2428858	2022-09-06	North	GISAID
EPI2428873	HA|A/canada_goose/BC/AIVPHL-246/2022_HA|EPI2428873	2022-09-12	North	GISAID
EPI2428881	HA|A/northern_shoveler/BC/AIVPHL-247/2022_HA|EPI2428881	2022-09-12	North	GISAID
EPI2428838	HA|A/canada_goose/BC/AIVPHL-233/2022_HA|EPI2428838	2022-08-29	North	GISAID
EPI2428845	HA|A/canada_goose/BC/AIVPHL-237/2022_HA|EPI2428845	2022-09-06	North	GISAID
EPI2428850	HA|A/canada_goose/BC/AIVPHL-234/2022_HA|EPI2428850	2022-09-06	North	GISAID
EPI2428936	HA|A/great_blue_heron/BC/AIVPHL-252/2022_HA|EPI2428936	2022-09-28	North	GISAID
EPI2428889	HA|A/northern_shoveler/BC/AIVPHL-239/2022_HA|EPI2428889	2022-09-12	North	GISAID
EPI2428897	HA|A/wood_duck/BC/AIVPHL-240/2022_HA|EPI2428897	2022-09-12	North	GISAID
EPI2428905	HA|A/canada_goose/BC/AIVPHL-241/2022_HA|EPI2428905	2022-09-12	North	GISAID
EPI2428913	HA|A/canada_goose/BC/AIVPHL-243/2022_HA|EPI2428913	2022-09-12	North	GISAID
EPI2428979	HA|A/bald_eagle/BC/AIVPHL-273/2022_HA|EPI2428979	2022-11-03	North	GISAID
EPI2428987	HA|A/great_horned_owl/BC/AIVPHL-277/2022_HA|EPI2428987	2022-11-14	North	GISAID
EPI2428994	HA|A/great_horned_owl/BC/AIVPHL-269/2022_HA|EPI2428994	2022-11-14	North	GISAID
EPI2429002	HA|A/trumpeter_swan/BC/AIVPHL-270/2022_HA|EPI2429002	2022-11-09	North	GISAID
EPI2428952	HA|A/american_crow/BC/AIVPHL-264/2022_HA|EPI2428952	2022-10-24	North	GISAID
EPI2428959	HA|A/canada_goose/BC/AIVPHL-265/2022_HA|EPI2428959	2022-10-24	North	GISAID
EPI2428966	HA|A/peregrine_falcon/BC/AIVPHL-261/2022_HA|EPI2428966	2022-10-28	North	GISAID
EPI2428971	HA|A/canada_goose/BC/AIVPHL-267/2022_HA|EPI2428971	2022-11-07	North	GISAID
EPI2429039	HA|A/great_blue_heron/BC/AIVPHL-289/2022_HA|EPI2429039	2022-11-21	North	GISAID
EPI2429046	HA|A/canada_goose/BC/AIVPHL-294/2022_HA|EPI2429046	2022-11-28	North	GISAID
EPI2429052	HA|A/snow_goose/BC/AIVPHL-302/2022_HA|EPI2429052	2022-11-28	North	GISAID
EPI2429056	HA|A/snow_goose/BC/AIVPHL-307/2022_HA|EPI2429056	2022-11-28	North	GISAID
EPI2429010	HA|A/lesser_snow_goose/BC/AIVPHL-292/2022_HA|EPI2429010	2022-11-17	North	GISAID
EPI2429016	HA|A/lesser_snow_goose/BC/AIVPHL-280/2022_HA|EPI2429016	2022-11-17	North	GISAID
EPI2429024	HA|A/cackling_goose/BC/AIVPHL-284/2022_HA|EPI2429024	2022-11-21	North	GISAID
EPI2429103	HA|A/canada_goose/BC/AIVPHL-321/2022_HA|EPI2429103	2022-12-08	North	GISAID
EPI2429063	HA|A/great_blue_heron/BC/AIVPHL-311/2022_HA|EPI2429063	2022-11-28	North	GISAID
EPI2429070	HA|A/american_crow/BC/AIVPHL-297/2022_HA|EPI2429070	2022-11-28	North	GISAID
EPI2429075	HA|A/lesser_snow_goose/BC/AIVPHL-318/2022_HA|EPI2429075	2022-11-20	North	GISAID
EPI2429083	HA|A/glaucous-winged_gull/BC/AIVPHL-312/2022_HA|EPI2429083	2022-11-20	North	GISAID
EPI2429134	HA|A/glaucous-winged_gull/BC/AIVPHL-338/2022_HA|EPI2429134	2022-12-15	North	GISAID
EPI2429142	HA|A/snow_goose/BC/AIVPHL-340/2022_HA|EPI2429142	2022-12-15	North	GISAID
EPI2429150	HA|A/green-winged_teal/BC/AIVPHL-342/2022_HA|EPI2429150	2022-12-15	North	GISAID
EPI2429156	HA|A/american_crow/BC/AIVPHL-330/2022_HA|EPI2429156	2022-12-19	North	GISAID
EPI2429110	HA|A/bald_eagle/BC/AIVPHL-324/2022_HA|EPI2429110	2022-12-12	North	GISAID
EPI2429117	HA|A/canada_goose/BC/AIVPHL-326/2022_HA|EPI2429117	2022-12-12	North	GISAID
EPI2429123	HA|A/trumpeter_swan/BC/AIVPHL-320/2022_HA|EPI2429123	2022-12-12	North	GISAID
EPI2429128	HA|A/peregrine_falcon/BC/AIVPHL-322/2022_HA|EPI2429128	2022-12-12	North	GISAID
EPI2429189	HA|A/american_crow/BC/AIVPHL-341/2022_HA|EPI2429189	2022-12-19	North	GISAID
EPI2429201	HA|A/dunlin/BC/AIVPHL-335/2022_HA|EPI2429201	2022-12-13	North	GISAID
EPI2429207	HA|A/american_crow/BC/AIVPHL-350/2022_HA|EPI2429207	2022-12-30	North	GISAID
EPI2429162	HA|A/wood_duck/BC/AIVPHL-332/2022_HA|EPI2429162	2022-12-19	North	GISAID
EPI2429170	HA|A/green-winged_teal/BC/AIVPHL-334/2022_HA|EPI2429170	2022-12-19	North	GISAID
EPI2429175	HA|A/snow_goose/BC/AIVPHL-337/2022_HA|EPI2429175	2022-12-19	North	GISAID
EPI2429182	HA|A/red-tailed_hawk/BC/AIVPHL-339/2022_HA|EPI2429182	2022-12-19	North	GISAID
EPI2429240	HA|A/glaucous-winged_gull/BC/AIVPHL-356/2023_HA|EPI2429240	2023-01-09	North	GISAID
EPI2429250	HA|A/red-tailed_hawk/BC/AIVPHL-362/2023_HA|EPI2429250	2023-01-09	North	GISAID
EPI2429256	HA|A/great_horned_owl/BC/AIVPHL-353/2023_HA|EPI2429256	2023-01-09	North	GISAID
EPI2429213	HA|A/american_crow/BC/AIVPHL-351/2022_HA|EPI2429213	2022-12-30	North	GISAID
EPI2429219	HA|A/american_crow/BC/AIVPHL-345/2022_HA|EPI2429219	2022-12-30	North	GISAID
EPI2429224	HA|A/barred_owl/BC/AIVPHL-346/2022_HA|EPI2429224	2022-12-30	North	GISAID
EPI2429232	HA|A/rough-legged_hawk/BC/AIVPHL-352/2023_HA|EPI2429232	2023-01-03	North	GISAID
EPI2429298	HA|A/cackling_goose/BC/AIVPHL-367/2023_HA|EPI2429298	2023-01-16	North	GISAID
EPI2429264	HA|A/mallard/BC/AIVPHL-355/2023_HA|EPI2429264	2023-01-09	North	GISAID
EPI2429269	HA|A/bald_eagle/BC/AIVPHL-357/2023_HA|EPI2429269	2023-01-09	North	GISAID
EPI2429277	HA|A/canada_goose/BC/AIVPHL-371/2023_HA|EPI2429277	2023-01-16	North	GISAID
EPI2429285	HA|A/trumpeter_swan/BC/AIVPHL-364/2023_HA|EPI2429285	2023-01-16	North	GISAID
EPI2429303	HA|A/great_horned_owl/BC/AIVPHL-372/2023_HA|EPI2429303	2023-01-16	North	GISAID
EPI2428248	HA|A/turkey/BC/AIVPHL-130/2022_HA|EPI2428248	2022-05-18	North	GISAID
EPI2428296	HA|A/turkey/BC/AIVPHL-133/2022_HA|EPI2428296	2022-05-18	North	GISAID
EPI2428301	HA|A/turkey/BC/AIVPHL-129/2022_HA|EPI2428301	2022-05-18	North	GISAID
EPI2428371	HA|A/wood_duck/BC/AIVPHL-108/2022_HA|EPI2428371	2022-05-18	North	GISAID
EPI2428409	HA|A/great_blue_heron/BC/AIVPHL-147/2022_HA|EPI2428409	2022-05-30	North	GISAID
EPI2428422	HA|A/american_white_pelican/BC/AIVPHL-149/2022_HA|EPI2428422	2022-06-02	North	GISAID
EPI2428386	HA|A/peregrine_falcon/BC/AIVPHL-140/2022_HA|EPI2428386	2022-05-21	North	GISAID
EPI2428394	HA|A/great_horned_owl/BC/AIVPHL-142/2022_HA|EPI2428394	2022-05-25	North	GISAID
EPI2428467	HA|A/canada_goose/BC/AIVPHL-152/2022_HA|EPI2428467	2022-06-01	North	GISAID
EPI2428475	HA|A/canada_goose/BC/AIVPHL-164/2022_HA|EPI2428475	2022-05-27	North	GISAID
EPI2428481	HA|A/bald_eagle/BC/AIVPHL-166/2022_HA|EPI2428481	2022-05-27	North	GISAID
EPI2428486	HA|A/snow_goose/BC/AIVPHL-168/2022_HA|EPI2428486	2022-05-31	North	GISAID
EPI2428443	HA|A/layer_chicken/BC/AIVPHL-155/2022_HA|EPI2428443	2022-06-03	North	GISAID
EPI2428451	HA|A/northwestern_crow/BC/AIVPHL-158/2022_HA|EPI2428451	2022-06-01	North	GISAID
EPI2428459	HA|A/canada_goose/BC/AIVPHL-156/2022_HA|EPI2428459	2022-06-01	North	GISAID
EPI2428523	HA|A/wood_duck/BC/AIVPHL-172/2022_HA|EPI2428523	2022-06-08	North	GISAID
EPI2428539	HA|A/canada_goose/BC/AIVPHL-178/2022_HA|EPI2428539	2022-06-10	North	GISAID
EPI2428544	HA|A/pelican/BC/AIVPHL-177/2022_HA|EPI2428544	2022-06-10	North	GISAID
EPI2428491	HA|A/turkey/BC/AIVPHL-171/2022_HA|EPI2428491	2022-06-09	North	GISAID
EPI2428581	HA|A/layer_chicken/BC/AIVPHL-182/2022_HA|EPI2428581	2022-06-17	North	GISAID
EPI2428573	HA|A/chicken/BC/AIVPHL-188/2022_HA|EPI2428573	2022-06-15	North	GISAID
EPI2428632	HA|A/canada_goose/BC/AIVPHL-186/2022_HA|EPI2428632	2022-06-22	North	GISAID
EPI2428638	HA|A/bald_eagle/BC/AIVPHL-183/2022_HA|EPI2428638	2022-06-22	North	GISAID
EPI2428644	HA|A/great_horned_owl/BC/AIVPHL-180/2022_HA|EPI2428644	2022-06-22	North	GISAID
EPI2428649	HA|A/great_horned_owl/BC/AIVPHL-198/2022_HA|EPI2428649	2022-06-22	North	GISAID
EPI2428610	HA|A/bald_eagle/BC/AIVPHL-199/2022_HA|EPI2428610	2022-06-17	North	GISAID
EPI2428618	HA|A/great_blue_heron/BC/AIVPHL-196/2022_HA|EPI2428618	2022-06-22	North	GISAID
EPI2428683	HA|A/bald_eagle/BC/AIVPHL-204/2022_HA|EPI2428683	2022-07-06	North	GISAID
EPI2428697	HA|A/canada_goose/BC/AIVPHL-214/2022_HA|EPI2428697	2022-07-19	North	GISAID
EPI2428657	HA|A/canada_goose/BC/AIVPHL-195/2022_HA|EPI2428657	2022-06-22	North	GISAID
EPI2428670	HA|A/canada_goose/BC/AIVPHL-201/2022_HA|EPI2428670	2022-07-06	North	GISAID
EPI2428678	HA|A/canada_goose/BC/AIVPHL-203/2022_HA|EPI2428678	2022-07-06	North	GISAID
EPI2428756	HA|A/canada_goose/BC/AIVPHL-221/2022_HA|EPI2428756	2022-08-02	North	GISAID
EPI2428762	HA|A/canada_goose/BC/AIVPHL-222/2022_HA|EPI2428762	2022-08-08	North	GISAID
EPI2428732	HA|A/canada_goose/BC/AIVPHL-217/2022_HA|EPI2428732	2022-08-02	North	GISAID
EPI2235609	HA|A/Red_Fox/ON/FAV-0605-03/2022|EPI2235609	2022-05-05	North	GISAID
EPI2235584	HA|A/Skunk/MB/FAV-470/2022|EPI2235584	2022-05-18	North	GISAID
EPI2235592	HA|A/Red_Fox/ON/FAV-0605-02/2022|EPI2235592	2022-05-05	North	GISAID
EPI2235560	HA|A/Red_Fox/MB/FAV-414-004/2022|EPI2235560	2022-05-09	North	GISAID
EPI2235576	HA|A/Red_Fox/MB/FAV-0414-12/2022|EPI2235576	2022-05-09	North	GISAID
EPI2235600	HA|A/Red_Fox/ON/FAV-0605-01/2022|EPI2235600	2022-04-27	North	GISAID
EPI2235552	HA|A/Red_Fox/MB/FAV-370-01/2022|EPI2235552	2022-04-07	North	GISAID
EPI2512515	HA|A/Black_Bear/QC/FAV-0935/2022|EPI2512515	2022-06-24	North	GISAID
EPI2512582	HA|A/Black_Bear/QC/FAV-0902/2022|EPI2512582	2022-06-14	North	GISAID
EPI2513064	HA|A/American_Crow/PEI/FAV-0019-3/2022|EPI2513064	2022-12-28	North	GISAID
EPI2513156	HA|A/American_Crow/PEI/FAV-0019-4/2022|EPI2513156	2022-12-28	North	GISAID
EPI2512858	HA|A/American_Crow/PEI/FAV-0019-2/2022|EPI2512858	2022-12-26	North	GISAID
EPI2513217	HA|A/American_Crow/PEI/FAV-0019-52022|EPI2513217	2022-12-28	North	GISAID
EPI2219866	HA|A/Bald_Eagle/BC/OTH-33-36/2022_(H5N1)|EPI2219866	2022-02-03	North	GISAID
EPI2274966	HA|A/Striped_Skunk/SK/FAV-0824-01/2022|EPI2274966	2022-05-30	North	GISAID
