Sequence ID	Sequence name	Collection date	Region	Database
EPI2185368	HA|A/European_Herring_Gull/Netherlands/14/2022_HA_H5N1_HPAI|EPI2185368	2022-08-23	North-Central	GISAID
EPI2140049	HA|A/chicken/Italy/21VIR10096/2021_HA|EPI2140049	2021-11-23	South-Western	GISAID
EPI2140039	HA|A/chicken/Italy/21VIR9940-5/2021_HA|EPI2140039	2021-11-23	South-Western	GISAID
EPI2185452	HA|A/Mallard/Netherlands/5/2022_HA_H5N1_HPAI|EPI2185452	2022-08-21	North-Central	GISAID
EPI2185460	HA|A/Mallard/Netherlands/6/2022_HA_H5N1_HPAI|EPI2185460	2022-08-24	North-Central	GISAID
EPI2140083	HA|A/chicken/Italy/21VIR10094/2021_HA|EPI2140083	2021-11-23	South-Western	GISAID
EPI2185445	HA|A/Mallard/Netherlands/4/2022_HA_H5N1_HPAI|EPI2185445	2022-08-20	North-Central	GISAID
EPI2140099	HA|A/turkey/Italy/21VIR9901-3/2021_HA|EPI2140099	2021-11-23	South-Western	GISAID
EPI2185431	HA|A/Common_Teal/Netherlands/1/2022_HA_H5N1_HPAI|EPI2185431	2022-08-29	North-Central	GISAID
EPI2140107	HA|A/Guinea_fowl/Italy/21VIR10216/2021_HA|EPI2140107	2021-11-24	South-Western	GISAID
EPI2140131	HA|A/chicken/Italy/21VIR10252/2021_HA|EPI2140131	2021-11-25	South-Western	GISAID
EPI2140139	HA|A/chicken/Italy/21VIR10146/2021_HA|EPI2140139	2021-11-25	South-Western	GISAID
EPI2139664	HA|A/turkey/Italy/21VIR9519-1/2021_HA|EPI2139664	2021-11-14	South-Western	GISAID
EPI2139712	HA|A/turkey/Italy/21VIR9579-10/2021_HA|EPI2139712	2021-11-15	South-Western	GISAID
EPI2139800	HA|A/turkey/Italy/21VIR9697-3_/2022_HA|EPI2139800	2021-11-16	South-Western	GISAID
EPI2139824	HA|A/chicken/Italy/21VIR9868-8/2021_HA|EPI2139824	2021-11-17	South-Western	GISAID
EPI2139856	HA|A/turkey/Italy/21VIR9903-2/2021_HA|EPI2139856	2021-11-18	South-Western	GISAID
EPI2139888	HA|A/chicken/Italy/21VIR9904-18/2021_HA|EPI2139888	2021-11-19	South-Western	GISAID
EPI2139880	HA|A/chicken/Italy/21VIR9904-17/2021_HA|EPI2139880	2021-11-19	South-Western	GISAID
EPI2139904	HA|A/turkey/Italy/21VIR9905-2/2021_HA|EPI2139904	2021-11-19	South-Western	GISAID
EPI2139896	HA|A/turkey/Italy/21VIR9906-2/2021_HA|EPI2139896	2021-11-19	South-Western	GISAID
EPI2139440	HA|A/turkey/Italy/21VIR9144-2/2021_HA|EPI2139440	2021-11-03	South-Western	GISAID
EPI2139432	HA|A/chicken/Italy/21VIR9074-10/2021_HA|EPI2139432	2021-11-02	South-Western	GISAID
EPI2139464	HA|A/chicken/Italy/21VIR9212-1/2021_HA|EPI2139464	2021-11-05	South-Western	GISAID
EPI2139520	HA|A/avian/Italy/21VIR9425-2/2021_HA|EPI2139520	2021-11-08	South-Western	GISAID
EPI2139592	HA|A/chicken/Italy/21VIR9508-3/2021_HA|EPI2139592	2021-11-11	South-Western	GISAID
EPI2139616	HA|A/turkey/Italy/21VIR9604-3/2021_HA|EPI2139616	2021-11-12	South-Western	GISAID
EPI2139608	HA|A/turkey/Italy/21VIR9606-2/2021_HA|EPI2139608	2021-11-12	South-Western	GISAID
EPI2139624	HA|A/turkey/Italy/21VIR9609-2/2021_HA|EPI2139624	2021-11-12	South-Western	GISAID
EPI2141295	HA|A/turkey/Italy/21VIR11440-2/2021_HA|EPI2141295	2021-12-20	South-Western	GISAID
EPI2141312	HA|A/turkey/Italy/21VIR11511/2021_HA|EPI2141312	2021-12-20	South-Western	GISAID
EPI2141277	HA|A/turkey/Italy/21VIR11509/2021_HA|EPI2141277	2021-12-20	South-Western	GISAID
EPI2141251	HA|A/turkey/Italy/21VIR11396-1/2021_HA|EPI2141251	2021-12-16	South-Western	GISAID
EPI2141234	HA|A/laying_hen/Italy/21VIR11394-1/2021_HA|EPI2141234	2021-12-16	South-Western	GISAID
EPI2141051	HA|A/chicken/Italy/21VIR11235/2021_HA|EPI2141051	2021-12-14	South-Western	GISAID
EPI2141069	HA|A/turkey/Italy/21VIR11237/2021_HA|EPI2141069	2021-12-14	South-Western	GISAID
EPI2141086	HA|A/guinea_fowl/Italy/21VIR11298/2021_HA|EPI2141086	2021-12-14	South-Western	GISAID
EPI2141077	HA|A/chicken/Italy/21VIR11238/2021_HA|EPI2141077	2021-12-14	South-Western	GISAID
EPI2141103	HA|A/turkey/Italy/21VIR11251-1/2021_HA|EPI2141103	2021-12-15	South-Western	GISAID
EPI2141095	HA|A/turkey/Italy/21VIR11302/2021_HA|EPI2141095	2021-12-14	South-Western	GISAID
EPI2141121	HA|A/turkey/Italy/21VIR11254-1/2021_HA|EPI2141121	2021-12-15	South-Western	GISAID
EPI2141129	HA|A/laying_hen/Italy/21VIR11253-1/2021_HA|EPI2141129	2021-12-15	South-Western	GISAID
EPI2141164	HA|A/turkey/Italy/21VIR11387-1/2021_HA|EPI2141164	2021-12-16	South-Western	GISAID
EPI2141199	HA|A/turkey/Italy/21VIR11393-3/2021_HA|EPI2141199	2021-12-16	South-Western	GISAID
EPI2141208	HA|A/guinea_fowl/Italy/21VIR11383-1/2021_HA|EPI2141208	2021-12-16	South-Western	GISAID
EPI2140738	HA|A/chicken/Italy/21VIR10973-4/2021_HA|EPI2140738	2021-12-09	South-Western	GISAID
EPI2140755	HA|A/chicken/Italy/21VIR10969-3/2021_HA|EPI2140755	2021-12-09	South-Western	GISAID
EPI2140790	HA|A/chicken/Italy/21VIR11074-1/2021_HA|EPI2140790	2021-12-09	South-Western	GISAID
EPI2140782	HA|A/chicken/Italy/21VIR11072-1/2021_HA|EPI2140782	2021-12-09	South-Western	GISAID
EPI2140808	HA|A/avian/Italy/21VIR10913-3/2021_HA|EPI2140808	2021-12-09	South-Western	GISAID
EPI2140851	HA|A/chicken/Italy/21VIR11073-1/2021_HA|EPI2140851	2021-12-10	South-Western	GISAID
EPI2140895	HA|A/chicken/Italy/21VIR10997-1/2021_HA|EPI2140895	2021-12-11	South-Western	GISAID
EPI2140886	HA|A/chicken/Italy/21VIR10999-1/2021_HA|EPI2140886	2021-12-11	South-Western	GISAID
EPI2140912	HA|A/turkey/Italy/21VIR11007-1/2021_HA|EPI2140912	2021-12-12	South-Western	GISAID
EPI2140903	HA|A/turkey/Italy/21VIR11006-1/2021_HA|EPI2140903	2021-12-12	South-Western	GISAID
EPI2140938	HA|A/pheasant/Italy/21VIR11162/2021_HA|EPI2140938	2021-12-13	South-Western	GISAID
EPI2140956	HA|A/pheasant/Italy/21VIR11165/2021_HA|EPI2140956	2021-12-13	South-Western	GISAID
EPI2140973	HA|A/laying_hen/Italy/21VIR11168/2021_HA|EPI2140973	2021-12-13	South-Western	GISAID
EPI2140999	HA|A/laying_hen/Italy/21VIR11300/2021_HA|EPI2140999	2021-12-13	South-Western	GISAID
EPI2141558	HA|A/turkey/Italy/21VIR11772-7/2021_HA|EPI2141558	2021-12-28	South-Western	GISAID
EPI2141540	HA|A/laying_hen/Italy/21VIR11801-7/2021_HA|EPI2141540	2021-12-27	South-Western	GISAID
EPI2141496	HA|A/turkey/Italy/21VIR11691/2021_HA|EPI2141496	2021-12-23	South-Western	GISAID
EPI2141435	HA|A/broiler/Italy/21VIR11583-1/2021_HA|EPI2141435	2021-12-22	South-Western	GISAID
EPI2141400	HA|A/turkey/Italy/21VIR11504/2021_HA|EPI2141400	2021-12-21	South-Western	GISAID
EPI2141417	HA|A/chicken/Italy/21VIR11572/2021_HA|EPI2141417	2021-12-21	South-Western	GISAID
EPI2179890	HA|A/stork/Lithuania/4371PG1_22VIR7255-3/2022|EPI2179890	2022-04-19	North-Eastern	GISAID
EPI2141787	HA|A/chicken/Italy/22VIR1694-5/2022_HA|EPI2141787	2022-02-18	South-Western	GISAID
EPI2141796	HA|A/pheasant/Italy/22VIR1953-1/2022_HA|EPI2141796	2022-02-22	South-Western	GISAID
EPI2141770	HA|A/goose/Italy/22VIR1520/2022_HA|EPI2141770	2022-02-14	South-Western	GISAID
EPI2141779	HA|A/laying_hen/Italy/22VIR1521-2/2022_HA|EPI2141779	2022-02-14	South-Western	GISAID
EPI2141735	HA|A/swan/Italy/22VIR1560/2022_HA|EPI2141735	2022-01-27	South-Western	GISAID
EPI2141743	HA|A/herring_gull/Italy/22VIR1710-3/2022_HA|EPI2141743	2022-02-01	South-Western	GISAID
EPI2141717	HA|A/buzzard/Italy/22VIR767-1/2022_HA|EPI2141717	2022-01-24	South-Western	GISAID
EPI2141682	HA|A/laying_hen/Italy/22VIR204-1/2022_HA|EPI2141682	2022-01-10	South-Western	GISAID
EPI2141690	HA|A/broiler/Italy/22VIR278-3/2022_HA|EPI2141690	2022-01-11	South-Western	GISAID
EPI2141646	HA|A/turkey/Italy/22VIR171-2/2022_HA|EPI2141646	2022-01-05	South-Western	GISAID
EPI2141655	HA|A/guinea_fowl/Italy/22VIR205-4/2022_HA|EPI2141655	2022-01-05	South-Western	GISAID
EPI2141602	HA|A/broiler/Italy/21VIR11886-1/2021_HA|EPI2141602	2021-12-29	South-Western	GISAID
EPI2141611	HA|A/heron/Italy/22VIR1562/2022_HA|EPI2141611	2022-01-02	South-Western	GISAID
EPI2141638	HA|A/turkey/Italy/IZSLT_22VIR366-3/2022_HA|EPI2141638	2022-01-04	South-Western	GISAID
EPI2114066	HA|A/Eurasian_Spoonbill/Netherlands/2/2022_HA_H5N1_HPAI|EPI2114066	2022-07-11	North-Central	GISAID
EPI2141832	HA|A/broiler/Italy/22VIR1892-3/2022_HA|EPI2141832	2022-02-23	South-Western	GISAID
EPI2141840	HA|A/chicken/Italy/IZSLT22VIR2562-1/2022_HA|EPI2141840	2022-03-15	South-Western	GISAID
EPI2231263	HA|A/domestic_duck/England/152473/2022|EPI2231263	2022-11-15	North-Central	GISAID
EPI2198078	HA|A/Mallard/Netherlands/22/2022_HA_H5N1_HPAI|EPI2198078	2022-10-13	North-Central	GISAID
EPI2198056	HA|A/Mallard/Netherlands/19/2022_HA_H5N1_HPAI|EPI2198056	2022-10-12	North-Central	GISAID
EPI2308479	HA|A/barnacle_goose/Sweden/SVA230104SZ0286/FB000038/M-2023|EPI2308479	2023-01-03	North-Eastern	GISAID
EPI2238851	HA|2022-wk49-05_HA_H5|EPI2238851	2022-11-21	North-Central	GISAID
EPI2222976	HA|2022-wk47-02_HA_H5|EPI2222976	2022-10-31	North-Central	GISAID
EPI2218141	HA|A/Anser_anser_domesticus/Belgium/10918_0002/2022|EPI2218141	2022-09-16	North-Central	GISAID
EPI2218151	HA|A/Anas_platyrhynchos_domesticus/Belgium/11599_0005/2022|EPI2218151	2022-10-04	North-Central	GISAID
EPI2309077	HA|A/European_herring_gull/Sweden/SVA230109SZ0168/FB000042/O-2022|EPI2309077	2022-12-27	North-Eastern	GISAID
EPI2220653	HA|A/laying_hen/Spain/3232-37_22VIR10586-4/2022_HA|EPI2220653	2022-09-19	South-Western	GISAID
EPI2220669	HA|A/Northern_gannet/Spain/3372-12_22VIR10586-6/2022_HA|EPI2220669	2022-09-15	South-Western	GISAID
EPI2220677	HA|A/White_stork/Spain/3438-3_22VIR10586-7/2022_HA|EPI2220677	2022-08-25	South-Western	GISAID
EPI2220597	HA|A/Mink/Spain/3691-8_22VIR10586-10/2022_HA|EPI2220597	2022-10-18	South-Western	GISAID
EPI2220621	HA|A/Mink/Spain/3691-3_22VIR10586-9/2022_HA|EPI2220621	2022-10-18	South-Western	GISAID
EPI2220613	HA|A/Mink/Spain/3691-2_22VIR10586-8/2022_HA|EPI2220613	2022-10-18	South-Western	GISAID
EPI2218159	HA|A/mixed_domestic_Phasianidae/Belgium/12102_0001/2022|EPI2218159	2022-10-24	North-Central	GISAID
EPI2218167	HA|A/Gallus_gallus/Belgium/12311_0001/2022|EPI2218167	2022-10-24	North-Central	GISAID
EPI2197216	HA|A/fox/Finland/2844_21VIR9619-1/2021_HA|EPI2197216	2021-09-01	North-Eastern	GISAID
EPI2197224	HA|A/lynx/Finland/Vi209-22_22VIR3127-2/2022_HA|EPI2197224	2022-02-01	North-Eastern	GISAID
EPI2197232	HA|A/otter/Finland/2860_21VIR9619-5/2021_HA|EPI2197232	2021-09-01	North-Eastern	GISAID
EPI2197184	HA|A/pheasant/Finland/12309_21RS3535-4/2021_HA|EPI2197184	2021-09-01	North-Eastern	GISAID
EPI2197192	HA|A/pheasant/Finland/12428_21RS3535-5/2021_HA|EPI2197192	2021-09-01	North-Eastern	GISAID
EPI2197200	HA|A/pheasant/Finland/13088_21RS3535-6/2021_HA|EPI2197200	2021-10-01	North-Eastern	GISAID
EPI2197176	HA|A/pheasant/Finland/12237_21RS3535-3/2021_HA|EPI2197176	2021-09-01	North-Eastern	GISAID
EPI2128878	HA|A/Common_Tern/Netherlands/24/2022_HA_H5N1_HPAI|EPI2128878	2022-07-29	North-Central	GISAID
EPI2128886	HA|A/Common_Tern/Netherlands/25/2022_HA_H5N1_HPAI|EPI2128886	2022-07-30	North-Central	GISAID
EPI2128854	HA|A/Common_Tern/Netherlands/21/2022_HA_H5N1_HPAI|EPI2128854	2022-07-29	North-Central	GISAID
EPI2254379	HA|A/goose/Luxembourg/22253283/2022|EPI2254379	2022-12-11	North-Central	GISAID
EPI2114295	HA|2022-wk30-04_HA_H5|EPI2114295	2022-06-13	North-Central	GISAID
EPI2218234	HA|A/Gallus_gallus/Belgium/12395_0002/2022|EPI2218234	2022-10-24	North-Central	GISAID
EPI2218226	HA|A/mixed_domestic_Anatidae/Belgium/12318_0001/2022|EPI2218226	2022-10-24	North-Central	GISAID
EPI2310497	HA|A/barnacle_goose/Sweden/SVA230110SZ0346/FB000052/M-2022|EPI2310497	2022-12-29	North-Eastern	GISAID
EPI2310458	HA|A/barnacle_goose/Sweden/SVA230109SZ0169/FB000047/O-2022|EPI2310458	2022-12-21	North-Eastern	GISAID
EPI2310508	HA|A/_peregrine_falcon/Sweden/SVA230110SZ0352/FB000084/M-2022|EPI2310508	2022-12-31	North-Eastern	GISAID
EPI2310516	HA|A/European_herring_gull/Sweden/SVAU230110SZ0354/FB000085/M-2023|EPI2310516	2023-01-01	North-Eastern	GISAID
EPI2114343	HA|2022-wk30-09_HA_H5|EPI2114343	2022-07-07	North-Central	GISAID
EPI2397400	HA|A/European_Herring_gull/Sweden/SVA230112SZ0325/FB000130/M-2022|EPI2397400	2022-12-20	North-Eastern	GISAID
EPI2397408	HA|A/barnacle_goose/Sweden/SVA230113SZ0282/FB000138/M-2023|EPI2397408	2023-01-12	North-Eastern	GISAID
EPI2397416	HA|A/northern_goshawk/Sweden/SVA230118SZ0310/FB000172/D-2022|EPI2397416	2022-12-28	North-Eastern	GISAID
EPI2397440	HA|A/common_gull_/Sweden/SVA230125SZ0060/FB000197/AB-2023|EPI2397440	2023-01-19	North-Eastern	GISAID
EPI2397432	HA|A/whooper_swan/Sweden/SVA230123SZ0173/FB000192/M-2023|EPI2397432	2023-01-18	North-Eastern	GISAID
EPI2397448	HA|A/_rough-legged_buzzard_/Sweden/SVA230126SZ0333/FB000239/M-2022|EPI2397448	2022-12-04	North-Eastern	GISAID
EPI2131897	HA|A/great_cormorant/Germany-MV/AI02666/2022|EPI2131897	2022-05-03	North-Central	GISAID
EPI2131905	HA|A/great_cormorant/Germany-MV/AI02774/2022|EPI2131905	2022-05-06	North-Central	GISAID
EPI2131889	HA|A/Eurasian_curlew/Germany-SH/AI02538/2022|EPI2131889	2022-04-11	North-Central	GISAID
EPI2131848	HA|A/common_tern/Germany-NI/AI03523/2022|EPI2131848	2022-06-14	North-Central	GISAID
EPI2131833	HA|A/common_tern/Germany-NI/AI03520/2022|EPI2131833	2022-06-14	North-Central	GISAID
EPI2131824	HA|A/common_tern/Germany-NI/AI03512/2022|EPI2131824	2022-06-16	North-Central	GISAID
EPI2131809	HA|A/common_tern/Germany-NI/AI03186/2022|EPI2131809	2022-06-07	North-Central	GISAID
EPI2384290	HA|2022-wk42-10_HA_H5|EPI2384290	2022-09-23	North-Central	GISAID
EPI2244091	HA|A/Arctic_tern/Denmark/05803-1.01/2022|EPI2244091	2022-06-19	North-Eastern	GISAID
EPI2134869	HA|A/nothern_gannet/France/22P019331/2022|EPI2134869	2022-07-13	South-Western	GISAID
EPI2364554	HA|A/chicken/Luxembourg/23023602/2023|EPI2364554	2023-01-25	North-Central	GISAID
EPI2415783	HA|BC16[H5]|EPI2415783	2023-01-25	North-Central	GISAID
EPI2415815	HA|BC07[H5]|EPI2415815	2023-01-29	North-Central	GISAID
EPI2415799	HA|BC24[H5]|EPI2415799	2023-01-30	North-Central	GISAID
EPI2415791	HA|BC22[H5]|EPI2415791	2023-01-30	North-Central	GISAID
EPI2415839	HA|BC17[H5]|EPI2415839	2023-02-02	North-Central	GISAID
EPI2132607	HA|A/sandwich_tern/Germany-MV/AI03131/2022|EPI2132607	2022-05-31	North-Central	GISAID
EPI2244154	HA|A/barnacle_goose/Denmark/03332-1.02/2022|EPI2244154	2022-04-20	North-Eastern	GISAID
EPI2244210	HA|A/peregrine_falcon/Denmark/06880-1.02/2022|EPI2244210	2022-07-17	North-Eastern	GISAID
EPI2132564	HA|A/northern_gannet/Germany-SH/AI03498/2022|EPI2132564	2022-06-15	North-Central	GISAID
EPI2178111	HA|A/Sandwich_tern/Sweden/SVA220616SZ0350/FB001881/2022|EPI2178111	2022-06-04	North-Eastern	GISAID
EPI2244162	HA|A/white-tailed_eagle/Denmark/05716-1.04/2022|EPI2244162	2022-06-11	North-Eastern	GISAID
EPI2176007	HA|A/duck/France/22P020165/2022|EPI2176007	2022-08-24	South-Western	GISAID
EPI2244170	HA|A/tawny_owl/Denmark/05373-1.01/2022|EPI2244170	2022-06-08	North-Eastern	GISAID
EPI2244194	HA|A/sandwich_tern/Denmark/05802-1.01_2022|EPI2244194	2022-06-17	North-Eastern	GISAID
EPI2244186	HA|A/sandwich_tern/Denmark/05806-1.01/2022|EPI2244186	2022-06-19	North-Eastern	GISAID
EPI2244202	HA|A/sandwich_tern/Denmark/05712-1.02/2022|EPI2244202	2022-06-14	North-Eastern	GISAID
EPI2291595	HA|A/northern_gannet/Spain/22VIR12774-31_3453-1/2022_HA|EPI2291595	2022-09-25	South-Western	GISAID
EPI2291587	HA|A/Ciconia_ciconia/Spain/22VIR12774-30_3394-2/2022_HA|EPI2291587	2022-09-19	South-Western	GISAID
EPI2291579	HA|A/northern_gannet/Spain/22VIR12774-29_3076-18/2022_HA|EPI2291579	2022-09-01	South-Western	GISAID
EPI2291572	HA|A/wild_goose/Spain/22VIR12774-21_3814-3/2022_HA|EPI2291572	2022-10-17	South-Western	GISAID
EPI2291611	HA|A/Ciconia_ciconia/Spain/22VIR12774-34_3519-1/2022_HA|EPI2291611	2022-09-29	South-Western	GISAID
EPI2291603	HA|A/northern_gannet/Spain/22VIR12774-33_3497-10/2022_HA|EPI2291603	2022-10-03	South-Western	GISAID
EPI2291534	HA|A/wild_goose/Spain/22VIR12774-16_3024-6/2022_HA|EPI2291534	2022-08-29	South-Western	GISAID
EPI2291526	HA|A/seagull/Spain/22VIR12774-15_4347-15/2022_HA|EPI2291526	2022-11-17	South-Western	GISAID
EPI2291518	HA|A/mink/Spain/22VIR12774-14_3869-3/2022_HA|EPI2291518	2022-10-26	South-Western	GISAID
EPI2291564	HA|A/northern_gannet/Spain/22VIR12774-20_3614-2/2022_HA|EPI2291564	2022-09-21	South-Western	GISAID
EPI2291557	HA|A/Egretta_garzetta/Spain/22VIR12774-19_3519-2/2022_HA|EPI2291557	2022-09-29	South-Western	GISAID
EPI2291549	HA|A/northern_gannet/Spain/22VIR12774-18_3454-2/2022_HA|EPI2291549	2022-09-24	South-Western	GISAID
EPI2291542	HA|A/northern_gannet/Spain/22VIR12774-17_3389-5/2022_HA|EPI2291542	2022-09-27	South-Western	GISAID
EPI2291510	HA|A/mink/Spain/22VIR12774-13_3869-2/2022_HA|EPI2291510	2022-10-26	South-Western	GISAID
EPI2291502	HA|A/northern_gannet/Spain/22VIR12774-1_3004-12/2022_HA|EPI2291502	2022-08-21	South-Western	GISAID
EPI2291634	HA|A/Ciconia_ciconia/Spain/22VIR12774-37_3641-1/2022_HA|EPI2291634	2022-10-04	South-Western	GISAID
EPI2291620	HA|A/northern_gannet/Spain/22VIR12774-36_3583-6/2022_HA|EPI2291620	2022-10-07	South-Western	GISAID
EPI2310696	HA|R99-BC92[H5]|EPI2310696	2023-01-11	North-Central	GISAID
EPI2310680	HA|R99-BC87[H5]|EPI2310680	2022-12-08	North-Central	GISAID
EPI2310672	HA|R99-BC84[H5]|EPI2310672	2022-12-08	North-Central	GISAID
EPI2244218	HA|A_common_buzzard_Denmark_08287-1.01_2022-08-30(H5N1)|EPI2244218	2022-08-30	North-Eastern	GISAID
EPI2420039	HA|A/Great_black-backed_gull/Netherlands/1/2023_HA_H5N1_HPAI|EPI2420039	2023-02-03	North-Central	GISAID
EPI2420060	HA|A/Peregrine_falcon/Netherlands/5/2023_HA_H5N1_HPAI|EPI2420060	2023-02-06	North-Central	GISAID
EPI2420052	HA|A/Peregrine_falcon/Netherlands/4/2023_HA_H5N1_HPAI|EPI2420052	2022-01-06	North-Central	GISAID
EPI2132867	HA|2022-wk33-24_HA_H5|EPI2132867	2022-08-02	North-Central	GISAID
EPI2132851	HA|2022-wk33-19_HA_H5|EPI2132851	2022-08-04	North-Central	GISAID
EPI2132827	HA|2022-wk33-15_HA_H5|EPI2132827	2022-08-11	North-Central	GISAID
EPI2455081	HA|BC88_H5.2|EPI2455081	2023-01-04	North-Central	GISAID
EPI2455073	HA|BC89_H5.2|EPI2455073	2023-01-02	North-Central	GISAID
EPI2455129	HA|BC84_H5.2|EPI2455129	2022-12-23	North-Central	GISAID
EPI2455121	HA|BC73[H5]|EPI2455121	2022-12-15	North-Central	GISAID
EPI2455137	HA|BC81[H5]|EPI2455137	2022-12-23	North-Central	GISAID
EPI2455161	HA|BC79[H5]|EPI2455161	2023-02-21	North-Central	GISAID
EPI2455153	HA|BC82[H5]|EPI2455153	2023-01-02	North-Central	GISAID
EPI2455177	HA|BC83[H5]|EPI2455177	2022-12-30	North-Central	GISAID
EPI2455236	HA|A/cygnus_cygnus/Romania/17198_23VIR1145-2/2022_HA|EPI2455236	2022-11-17	North-Central	GISAID
EPI2455228	HA|A/cygnus_olor/Romania/17142_23VIR1145-1/2022_HA|EPI2455228	2022-11-15	North-Central	GISAID
EPI2455252	HA|A/cygnus_olor/Romania/10039_23VIR1145-4/2023_HA|EPI2455252	2023-01-13	North-Central	GISAID
EPI2455244	HA|A/cygnus_cygnus/Romania/10008_23VIR1145-3/2023_HA|EPI2455244	2023-01-03	North-Central	GISAID
EPI2455220	HA|A/anas_platyrhynchos/Romania/10368_23VIR1368-2/2023_HA|EPI2455220	2023-02-02	North-Central	GISAID
EPI2455212	HA|A/corvus_corvus/Romania/10368_23VIR1368-1/2023_HA|EPI2455212	2023-02-01	North-Central	GISAID
EPI2455292	HA|A/cygnus_cygnus/Romania/10171_23VIR1145-9/2023_HA|EPI2455292	2023-01-17	North-Central	GISAID
EPI2455316	HA|A/turkey/Romania/10287_23VIR1145-12/2023_HA|EPI2455316	2023-01-28	North-Central	GISAID
EPI2455268	HA|A/cygnus_olor/Romania/10102_23VIR1145-6/2023_HA|EPI2455268	2023-01-09	North-Central	GISAID
EPI2455284	HA|A/cygnus_cygnus/Romania/10164_23VIR1145-8/2023_HA|EPI2455284	2023-01-17	North-Central	GISAID
EPI2413740	HA|A/common_buzzard/Sweden/SVA230125SZ0347/FB000204/O-2023|EPI2413740	2023-01-16	North-Eastern	GISAID
EPI2413748	HA|A/barnacle_goose/Sweden/SVA230125SZ0350/FB000207/N-2023|EPI2413748	2023-01-10	North-Eastern	GISAID
EPI2413772	HA|A/European_herring_gull_/Sweden/SVA230131SZ0416/FB000259/N-2023|EPI2413772	2023-01-30	North-Eastern	GISAID
EPI2413780	HA|A/_greylag_goose/Sweden/SVA230203SZ0222/FB000288/M-2023|EPI2413780	2023-02-02	North-Eastern	GISAID
EPI2413756	HA|A/barnacle_goose/Sweden/SVA230125SZ0352/FB000208/O-2023|EPI2413756	2023-01-20	North-Eastern	GISAID
EPI2413764	HA|A/barnacle_goose/Sweden/SVA230127SZ0192/FB000243/K-2023|EPI2413764	2023-01-21	North-Eastern	GISAID
EPI2181772	HA|A/Black-headed_gull/Netherlands/10/2022_HA_H5N1_HPAI|EPI2181772	2022-08-10	North-Central	GISAID
EPI2181780	HA|A/Mute_Swan/Netherlands/1/2022_HA_H5N1_HPAI|EPI2181780	2022-08-10	North-Central	GISAID
EPI2408614	HA|BC27[H5]|EPI2408614	2023-01-12	North-Central	GISAID
EPI2408598	HA|BC04[H5]|EPI2408598	2023-01-04	North-Central	GISAID
EPI2408710	HA|BC12[H5]|EPI2408710	2023-01-18	North-Central	GISAID
EPI2408694	HA|BC15[H5]|EPI2408694	2023-01-15	North-Central	GISAID
EPI2325515	HA|A/turkey/France/22P024731/2022|EPI2325515	2022-12-05	South-Western	GISAID
EPI2193403	HA|A/Mallard/Netherlands/13/2022_HA_H5N1_HPAI|EPI2193403	2022-09-26	North-Central	GISAID
EPI2193411	HA|A/Mallard/Netherlands/8/2022_HA_H5N1_HPAI|EPI2193411	2022-09-08	North-Central	GISAID
EPI2193388	HA|A/Mallard/Netherlands/11/2022_HA_H5N1_HPAI|EPI2193388	2022-09-14	North-Central	GISAID
EPI2193395	HA|A/Mallard/Netherlands/12/2022_HA_H5N1_HPAI|EPI2193395	2022-09-19	North-Central	GISAID
EPI2193419	HA|A/Mallard/Netherlands/9/2022_HA_H5N1_HPAI|EPI2193419	2022-09-11	North-Central	GISAID
EPI2193427	HA|A/Mute_Swan/Netherlands/2/2022_HA_H5N1_HPAI|EPI2193427	2022-09-19	North-Central	GISAID
EPI2325507	HA|A/duck/France/22P024701/2022|EPI2325507	2022-12-03	South-Western	GISAID
EPI2398421	HA|A/mute_swan/Croatia/14/2023|EPI2398421	2023-01-13	North-Central	GISAID
EPI2398420	HA|A/mute_swan/Croatia/12/2023|EPI2398420	2023-01-09	North-Central	GISAID
EPI2193374	HA|A/Greylag_Goose/Netherlands/17/2022_HA_H5N1_HPAI|EPI2193374	2022-09-16	North-Central	GISAID
EPI2193358	HA|A/European_Herring_Gull/Netherlands/17/2022_HA_H5N1_HPAI|EPI2193358	2022-09-10	North-Central	GISAID
EPI2193366	HA|A/European_Herring_Gull/Netherlands/18/2022_HA_H5N1_HPAI|EPI2193366	2022-09-10	North-Central	GISAID
EPI2325483	HA|A/duck/France/22P025647/2022|EPI2325483	2022-12-10	South-Western	GISAID
EPI2325722	HA|A/chicken/France/22P025486/2022|EPI2325722	2022-12-09	South-Western	GISAID
EPI2807457	HA|A/Caspian_tern/Astrakhan/36/2022|EPI2807457	2022-05-15	North-Eastern	GISAID
EPI2807456	HA|A/Caspian_tern/Astrakhan/38/2022|EPI2807456	2022-05-15	North-Eastern	GISAID
EPI2807439	HA|A/Caspian_tern/Astrakhan/30/2022|EPI2807439	2022-05-15	North-Eastern	GISAID
EPI2807459	HA|A/Caspian_tern/Astrakhan/32/2022|EPI2807459	2022-05-15	North-Eastern	GISAID
EPI2325705	HA|A/duck/France/22P025252/2022|EPI2325705	2022-12-07	South-Western	GISAID
EPI2191393	HA|A/Eurasian_Spoonbill/Netherlands/7/2022_HA_H5N1_HPAI|EPI2191393	2022-06-16	North-Central	GISAID
EPI2191401	HA|A/Eurasian_Spoonbill/Netherlands/8/2022_HA_H5N1_HPAI|EPI2191401	2022-08-31	North-Central	GISAID
